Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.brucei RNA Seq data from George Cross - procyclic form - nonunique (Tb PCF BSF RSeq)	T.brucei RNA Seq data from George Cross - blood form - nonunique (Tb PCF BSF RSeq)	sense - PCF mRNA	sense - slBF mRNA	sense - cBF mRNA	sense - PF mRNA	sense - BF mRNA	
Tb927.10.10960	Tb927.10.10960:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,674,219..2,676,668(-)	heat shock protein, putative	825.97	345.18	340.31	154.63	220.54	197.44	316.8	
Tb927.10.10970	Tb927.10.10970:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,676,994..2,679,443(-)	heat shock protein, putative	796.24	335.35	336.06	152.84	216.34	195.66	312.42	
Tb927.10.10980	Tb927.10.10980:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,679,757..2,682,206(-)	heat shock protein 90, putative	804.77	334.92	334.07	152.59	214.06	195.78	308.03	
Tb927.10.10990	Tb927.10.10990:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,682,476..2,684,828(-)	predicted WD40 repeat protein	19.96	12.83	9.82	10.44	13.79	4.75	12.51	
Tb927.10.110	Tb927.10.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_10_v5.1:53,636..55,117(-)	retrotransposon hot spot protein 2 (RHS2), pseudogene	21.62	29.82	8.18	12.42	32.71	14.12	28.61	
Tb927.10.1100	Tb927.10.1100:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:291,468..292,464(-)	60S ribosomal protein L9, putative	388.02	349.87	588.45	393.98	547.45	762.9	585.17	
Tb927.10.11000	Tb927.10.11000:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,684,956..2,686,399(-)	hypothetical protein, conserved	27.29	23.77	18.26	19.37	25.3	18.58	24.49	
Tb927.10.11010	Tb927.10.11010:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,687,002..2,688,023(-)	hypothetical protein, conserved	10.51	16.28	6.66	17.45	15.58	4.06	14.31	
Tb927.10.11020	Tb927.10.11020:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,689,374..2,692,783(-)	DNA mismatch repair protein MSH2, putative	15.87	8.21	8.3	8.42	11.16	9.91	12.81	
Tb927.10.11030	Tb927.10.11030:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,692,365..2,693,651(-)	Archaic translocase of outer membrane 11 kDa subunit	27.21	30.32	40.84	25.65	41.98	46.17	66.47	
Tb927.10.11040	Tb927.10.11040:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,693,765..2,696,532(-)	hypothetical protein, conserved	11.72	10.7	8.82	7.71	9.46	7.22	9.5	
Tb927.10.11050	Tb927.10.11050:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,696,650..2,697,721(-)	LSU ribosomal protein, mitochondrial, putative	20.79	16.49	16.77	17.54	24.92	17.66	20.55	
Tb927.10.11060	Tb927.10.11060:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,697,821..2,698,644(-)	hypothetical protein, conserved	24.63	13.79	33.68	13.87	31.44	29.98	33.71	
Tb927.10.11070	Tb927.10.11070:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,698,918..2,700,472(-)	hypothetical protein, conserved	9.09	8.19	7.74	11.14	16.83	8.79	12.74	
Tb927.10.11080	Tb927.10.11080:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,700,598..2,708,882(-)	paraflagellar rod protein	68.26	39.54	9.54	30.24	35.88	13.15	26.57	
Tb927.10.11090	Tb927.10.11090:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,708,979..2,711,295(-)	hypothetical protein, conserved	15.55	12.34	9.17	10.97	12.41	11.49	10.07	
Tb927.10.1110	Tb927.10.1110:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:293,830..300,134(-)	kinesin, putative	3.76	3.39	1.82	3.1	3.12	1.32	3.73	
Tb927.10.11100	Tb927.10.11100:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,711,216..2,713,413(-)	deoxyribodipyrimidine photo-lyase, putative	12.86	8.98	9.5	11.43	11.45	7.12	14.4	
Tb927.10.11110	Tb927.10.11110:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,713,985..2,716,740(-)	hypothetical protein, conserved	17.98	12.04	5.78	8.86	12.44	6.09	11.22	
Tb927.10.11120	Tb927.10.11120:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,716,926..2,717,847(-)	hypothetical protein, conserved	14.89	14.69	26.6	16.14	29.47	16.57	25.91	
Tb927.10.11130	Tb927.10.11130:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,717,995..2,720,950(-)	SET domain containing protein, putative	10.03	8.58	7.64	7.03	10.5	9.78	11.71	
Tb927.10.11140	Tb927.10.11140:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,721,709..2,727,387(-)	hypothetical protein, conserved	9.22	9.66	5.41	10.72	10.91	6.04	16.46	
Tb927.10.11150	Tb927.10.11150:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,728,700..2,729,676(-)	hypothetical protein, conserved	43.18	37.59	30.52	23.14	28.62	17.55	25.58	
Tb927.10.11160	Tb927.10.11160:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,729,827..2,731,030(-)	NFU2 iron-sulfur cluster scaffold homolog, mitochondrial	28.43	21.45	21.87	14.05	25.35	24.11	28.3	
Tb927.10.11170	Tb927.10.11170:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,731,152..2,736,881(-)	hypothetical protein, conserved	7.61	3.57	4.35	5.26	6.8	6.51	8.47	
Tb927.10.11180	Tb927.10.11180:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,737,146..2,739,416(-)	Ubiquitin-like modifier-activating enzyme ATG7, putative	9.9	7.58	13.93	11.81	17.38	8.43	14.59	
Tb927.10.11190	Tb927.10.11190:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,739,762..2,741,279(-)	tRNA-splicing ligase RtcB, putative	15.6	17.62	6.67	8.78	10.9	12.15	22.81	
Tb927.10.1120	Tb927.10.1120:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:300,866..303,368(-)	hypothetical protein, conserved	6.2	8.3	7.65	9.81	10.1	3.19	10.87	
Tb927.10.11200	Tb927.10.11200:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,741,708..2,742,087(-)	hypothetical protein, conserved	22.52	15.71	16.63	15.24	25.56	20.76	41.42	
Tb927.10.11210	Tb927.10.11210:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,742,219..2,744,603(-)	hypothetical protein, conserved	18.02	12.08	14.68	7.45	14.01	22.25	18.01	
Tb927.10.11220	Tb927.10.11220:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,744,817..2,746,348(-)	procyclic form surface phosphoprotein	136.26	28.62	39.02	10.05	14.53	31.66	29.13	
Tb927.10.11230	Tb927.10.11230:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,746,454..2,747,566(-)	Ras-induced vulval development antagonist, putative	15.91	10.42	16.12	13.02	20.85	11.79	17.13	
Tb927.10.11240	Tb927.10.11240:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,747,723..2,749,098(-)	hypothetical protein, conserved	17.5	19.77	11.7	15.23	17.5	9.17	21.13	
Tb927.10.11250	Tb927.10.11250:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,749,376..2,752,013(-)	Coiled-coil domain-containing protein 40 homolog	16.6	21.06	13.37	17.19	18.69	4.42	17.34	
Tb927.10.11260	Tb927.10.11260:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,752,139..2,752,767(-)	SSU ribosomal protein, mitochondrial, putative	19.62	22.63	42.19	27.92	69.8	19.41	56.52	
Tb927.10.11270	Tb927.10.11270:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,752,861..2,753,830(-)	RNA-binding protein, putative	19.28	12.66	27.48	13.43	27.38	9.55	25.39	
Tb927.10.11280	Tb927.10.11280:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,757,279..2,758,575(+)	hypothetical protein	0.15	1.06	1.18	1.17	3.43	1.18	4	
Tb927.10.11290	Tb927.10.11290:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,758,780..2,760,101(+)	hypothetical protein, conserved	9.63	10.07	8.4	7.9	9.82	7.13	16.81	
Tb927.10.1130	Tb927.10.1130:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:303,908..304,834(-)	dynein arm light chain, axonemal, putative	17.6	23.77	28.73	23.73	29.16	13.66	20.97	
Tb927.10.11300	Tb927.10.11300:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,760,412..2,761,091(+)	paraflagellar rod component, putative	114.72	278.17	208.26	268.88	278.29	111.51	298.15	
Tb927.10.11310	Tb927.10.11310:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,761,296..2,762,576(+)	intraflagellar transport protein 57/55	28.74	26.52	18.33	21.23	25.49	11.44	27.61	
Tb927.10.11330	Tb927.10.11330:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,764,807..2,765,655(+)	EF-hand domain pair, putative	30	36.23	58.19	47.04	98.9	48.62	87.89	
Tb927.10.11340	Tb927.10.11340:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,765,788..2,771,300(+)	hypothetical protein, conserved	17.07	11.2	6.44	5.65	10.18	8.29	15.75	
Tb927.10.11350	Tb927.10.11350:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,771,437..2,772,051(+)	LSU ribosomal protein, mitochondrial, putative	23.3	16.61	26.99	15.62	27.94	18.7	33.12	
Tb927.10.11360	Tb927.10.11360:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,772,350..2,774,617(+)	protein phosphatase 2A regulatory subunit, putative	15.35	15.99	10.43	15.17	21.4	10.38	19.84	
Tb927.10.11370	Tb927.10.11370:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,774,861..2,775,520(+)	hypothetical protein, conserved	26.83	19.48	41.32	21	41.56	30.14	45.45	
Tb927.10.11380	Tb927.10.11380:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,775,808..2,777,216(+)	hypothetical protein, conserved	12.43	10.1	12.8	6.48	12.93	11.05	19.05	
Tb927.10.11390	Tb927.10.11390:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,777,377..2,778,078(+)	60S ribosomal protein L6, putative	336.2	227.43	632.78	395.84	470.02	872.43	674.94	
Tb927.10.1140	Tb927.10.1140:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:305,185..306,742(-)	epsilon tubulin	6.39	13.48	8.42	8.74	15.83	6.45	11.65	
Tb927.10.11400	Tb927.10.11400:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,778,268..2,779,928(+)	WD domain, G-beta repeat, putative	13.3	11.54	9.19	8.95	15.68	18.72	19.95	
Tb927.10.11410	Tb927.10.11410:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,780,051..2,781,433(+)	hypothetical protein, conserved	16.12	15.52	18.52	16.9	32.13	16.99	23.03	
Tb927.10.11420	Tb927.10.11420:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,781,564..2,784,332(+)	hypothetical protein, conserved	10.78	9.37	7.03	9.86	10.36	8.23	13.91	
Tb927.10.11430	Tb927.10.11430:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,786,169..2,787,406(+)	hypothetical protein, conserved	2.73	4.45	5.48	6.67	6.73	4.8	8.23	
Tb927.10.11440	Tb927.10.11440:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,787,519..2,792,351(+)	G1 cyclin CycE4, putative	24.25	8.53	7.94	10.79	6.62	9.87	13.52	
Tb927.10.11450	Tb927.10.11450:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,793,889..2,796,375(+)	TFIIF-stimulated CTD phosphatase, putative	8.96	6.14	2.56	5.78	2.6	2.57	8.26	
Tb927.10.11460	Tb927.10.11460:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,796,944..2,798,490(+)	hypothetical protein	5.15	5.27	1.82	4.51	1.78	2.82	10.89	
Tb927.10.11470	Tb927.10.11470:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,799,000..2,803,103(+)	hypothetical protein, conserved	10.04	5.26	4.56	5.61	7.05	6.23	8.35	
Tb927.10.11480	Tb927.10.11480:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,803,408..2,805,362(+)	hypothetical protein, conserved	11.5	8.04	7.74	7.17	9.65	8.56	11.93	
Tb927.10.1150	Tb927.10.1150:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:306,839..310,205(-)	hypothetical protein, conserved	3.25	5.76	4.93	9.53	9.22	5.39	8.58	
Tb927.10.11500	Tb927.10.11500:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,805,998..2,807,344(+)	conserved protein	22.46	16.36	13.83	12.82	15.85	17.66	24.19	
Tb927.10.11510	Tb927.10.11510:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,807,584..2,810,430(+)	hypothetical protein, conserved	11.81	11.45	8.87	13	10.89	7.89	17.1	
Tb927.10.11520	Tb927.10.11520:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,810,556..2,811,407(+)	mitochondrial import inner membrane translocase subunit tim13	33.4	27.75	29.55	25.2	39.28	39.72	44.55	
Tb927.10.11530	Tb927.10.11530:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,811,586..2,812,238(+)	hypothetical protein, conserved	21.03	15.64	21.31	25	32.31	50.81	62.95	
Tb927.10.11540	Tb927.10.11540:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,812,348..2,813,211(+)	40S ribosomal protein S3, putative	735.42	466.56	783.26	490.32	626.75	592.69	502.1	
Tb927.10.11550	Tb927.10.11550:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,813,398..2,815,720(+)	hypothetical protein, conserved	9.94	7.91	5.63	12.6	7.63	1.93	5.82	
Tb927.10.11560	Tb927.10.11560:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,816,690..2,818,043(+)	hypothetical protein, conserved	7.05	8.82	5.09	10.47	10.45	5.89	14.91	
Tb927.10.11570	Tb927.10.11570:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,818,276..2,820,599(+)	hypothetical protein, conserved	7.45	8.15	9.44	10.99	14.37	9.11	12.67	
Tb927.10.11580	Tb927.10.11580:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,820,722..2,826,858(+)	predicted WD40 repeat protein	11.84	7.11	5.69	11.47	8.71	7.54	13.55	
Tb927.10.11590	Tb927.10.11590:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,827,000..2,828,691(+)	nicotinate phosphoribosyltransferase, putative	8	19.54	9.73	18.12	23.83	7.78	30.64	
Tb927.10.1160	Tb927.10.1160:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:310,584..311,195(-)	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	18.53	21.01	29.31	22.84	24.75	20.42	28.44	
Tb927.10.11600	Tb927.10.11600:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,830,093..2,831,896(+)	hypothetical protein, conserved	7.5	6.3	5.96	12.11	10.48	4.6	9.03	
Tb927.10.11610	Tb927.10.11610:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,832,742..2,833,694(+)	SKP1-like protein	10.86	9.51	11.92	17.29	17.15	12.64	15.54	
Tb927.10.11620	Tb927.10.11620:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,833,851..2,837,175(+)	calcium-transporting ATPase, putative	5.69	5.11	3.96	6.85	5.95	4.48	7.41	
Tb927.10.11630	Tb927.10.11630:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,837,698..2,844,013(+)	PSP1 C-terminal conserved region, putative	9.74	5.02	3.47	3.66	1.44	4.62	4.51	
Tb927.10.11640	Tb927.10.11640:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,844,685..2,846,817(+)	Protein prenyltransferase alpha subunit repeat, putative	7.46	7.8	4.77	8.41	11.15	3.7	12.24	
Tb927.10.11650	Tb927.10.11650:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,847,194..2,848,717(+)	hypothetical protein, conserved	17.5	11.07	9.03	10.56	10.68	4.69	12.51	
Tb927.10.11660	Tb927.10.11660:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,849,885..2,851,378(+)	hypothetical protein, conserved	14.39	18.28	14.02	20.17	20.22	19.65	23.92	
Tb927.10.11670	Tb927.10.11670:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,851,624..2,852,722(+)	hypothetical protein, conserved	10.68	11.7	14.93	19.42	19.69	7.29	18.7	
Tb927.10.11680	Tb927.10.11680:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,853,032..2,856,149(+)	Voltage-gated Chloride channel Like 2	13.59	9.5	5.56	13.19	9.88	5.75	11.05	
Tb927.10.11690	Tb927.10.11690:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,857,016..2,858,647(+)	YEATS family, putative	10.24	11.04	5.87	11.51	11.43	8.55	16.79	
Tb927.10.1170	Tb927.10.1170:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:311,289..317,710(-)	intraflagellar transport protein 172	12.98	22.93	9.48	15	21.54	8.83	19.84	
Tb927.10.11700	Tb927.10.11700:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,858,993..2,859,849(+)	guanylate kinase, putative	27.86	32.95	17.01	23.22	23.62	12.21	17.72	
Tb927.10.11710	Tb927.10.11710:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,860,162..2,861,226(+)	hypothetical protein	11.02	21.77	13.65	26.35	19.73	12.59	38.07	
Tb927.10.11720	Tb927.10.11720:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,861,425..2,863,965(+)	CW-type Zinc Finger, putative	12.37	14.18	6.91	14.93	12.04	5.47	11.08	
Tb927.10.11730	Tb927.10.11730:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,864,476..2,866,862(+)	zinc finger protein family member, putative	8.5	8.66	6.95	13.3	10.82	2.94	9.54	
Tb927.10.11750	Tb927.10.11750:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,867,826..2,868,584(+)	hypothetical protein, conserved	12.06	13.16	6.9	9	8.08	12.86	16.83	
Tb927.10.11760	Tb927.10.11760:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,869,017..2,875,469(+)	pumilio/PUF RNA binding protein 6	10.52	8.84	5.92	8.84	5.2	5.8	14.83	
Tb927.10.11770	Tb927.10.11770:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,877,143..2,878,417(+)	succinate dehydrogenase cytochrome B subunit	44.17	34.3	43.52	32.49	34.05	24	55.91	
Tb927.10.11780	Tb927.10.11780:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,878,539..2,882,661(+)	hypothetical protein, conserved	13.61	13.31	5.52	13.43	9.1	6	12.13	
Tb927.10.1180	Tb927.10.1180:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:317,993..319,475(-)	hypothetical protein, conserved	4.96	12.31	9.72	9.61	13.47	9.27	19.48	
Tb927.10.11800	Tb927.10.11800:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,883,014..2,884,874(+)	Axonemal inner arm dynein light chain, putative	8.34	10.67	13.86	19.66	15.23	5.69	12.44	
Tb927.10.11810	Tb927.10.11810:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,884,983..2,887,170(+)	hypothetical protein, conserved	5	6.66	6.58	8.21	8.59	6.57	12.86	
Tb927.10.11820	Tb927.10.11820:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,887,322..2,888,920(+)	kinetoplast ribosomal PPR-repeat containing protein 17	6.35	8.9	8.34	12.1	11.08	8.67	18.64	
Tb927.10.11830	Tb927.10.11830:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,888,776..2,890,691(+)	hypothetical protein, conserved	10.28	18.93	8.97	14.72	16.95	13.37	22.71	
Tb927.10.11840	Tb927.10.11840:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,890,804..2,892,292(+)	WD domain, G-beta repeat, putative	16.04	10.41	9.84	16.01	12.84	8.84	6.84	
Tb927.10.11850	Tb927.10.11850:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,892,716..2,896,075(+)	WD domain, G-beta repeat, putative	9.77	7.14	7.22	9.11	9.98	6.13	11.3	
Tb927.10.11860	Tb927.10.11860:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,896,268..2,898,015(+)	Cornifin (SPRR) family, putative	25.61	26.4	4.39	18.02	9.77	9.22	24.79	
Tb927.10.11870	Tb927.10.11870:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,898,144..2,899,227(+)	Guide RNA binding complex protein 5	30.66	21.18	26.37	20.75	26.96	18.5	25.96	
Tb927.10.11880	Tb927.10.11880:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,899,690..2,902,563(+)	hypothetical protein, conserved	13.99	16.69	11.39	29.21	21.53	6.52	11.02	
Tb927.10.11890	Tb927.10.11890:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,902,733..2,904,010(+)	hypothetical protein, conserved	22.58	14.82	17.96	19.21	17.17	21.18	27.24	
Tb927.10.1190	Tb927.10.1190:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:320,454..322,610(-)	hypothetical protein, conserved	2.95	4.79	5.79	8	9.11	2.21	4.72	
Tb927.10.11900	Tb927.10.11900:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,904,260..2,904,860(+)	MICOS complex subunit MIC20	11.26	14.13	20.01	22.85	35.06	17.13	24.95	
Tb927.10.11910	Tb927.10.11910:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,905,002..2,906,597(+)	major facilitator superfamily, putative	5.98	12.01	8.9	22.85	21.47	8.27	19.14	
Tb927.10.11920	Tb927.10.11920:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,906,856..2,907,436(+)	hypothetical protein, conserved	6.85	8.3	42.94	33.59	42.11	13.51	36.97	
Tb927.10.11930	Tb927.10.11930:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,907,570..2,909,199(+)	beta-D-hydroxybutyrate dehydrogenase	20.02	17.32	14.07	6.58	12.64	13.6	29.99	
Tb927.10.11940	Tb927.10.11940:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,909,458..2,911,918(+)	ABC1 protein, putative	3.8	8.49	4.49	8.59	7.63	1.25	6.17	
Tb927.10.11950	Tb927.10.11950:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,912,061..2,913,277(+)	hypothetical protein, conserved	10.3	11.79	13.8	17.21	21.11	8.43	19.63	
Tb927.10.11960	Tb927.10.11960:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,913,378..2,914,717(+)	hypothetical protein, conserved	6.24	9.08	11.14	20.19	17.67	5.21	18.65	
Tb927.10.11970	Tb927.10.11970:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,914,832..2,917,324(+)	glutamine aminotransferase (GlnAT)	35.68	13.31	14.15	13.3	10.25	7.95	6.54	
Tb927.10.11980	Tb927.10.11980:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,917,528..2,918,540(+)	QA-SNARE protein putative	6.48	6.12	16.31	18.97	19.96	12.17	16.08	
Tb927.10.11990	Tb927.10.11990:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,918,687..2,919,806(+)	60S ribosome subunit biogenesis protein NIP7, putative	12.79	5.94	15.71	12.78	13.67	19.43	20.5	
Tb927.10.120	Tb927.10.120:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:56,199..58,296(-)	hypothetical protein	11	15.65	10.65	9.95	20.97	3.25	16.06	
Tb927.10.1200	Tb927.10.1200:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:322,922..324,044(-)	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	6.56	16.25	17.97	15.78	21.01	8.76	20.28	
Tb927.10.12000	Tb927.10.12000:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,919,583..2,920,741(+)	iron-sulfur cluster assembly protein, putative	18.89	16.14	22.16	24.66	22.25	21.93	30.51	
Tb927.10.12010	Tb927.10.12010:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,920,904..2,921,518(+)	hypothetical protein, conserved	12.62	40.69	15.21	46.01	61.25	15.19	102.66	
Tb927.10.12020	Tb927.10.12020:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,921,807..2,923,213(+)	recA bacterial DNA recombination protein, putative	8.77	10.03	11.9	13.09	14.86	20.19	20.92	
Tb927.10.12030	Tb927.10.12030:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,923,375..2,927,757(+)	hypothetical protein, conserved	7.04	9.32	3.65	6.39	5.13	4.17	16.39	
Tb927.10.12040	Tb927.10.12040:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,928,005..2,929,722(+)	mitogen-activated protein kinase 11, putative	11.81	17.37	5	9.73	6.8	5.83	21.23	
Tb927.10.12050	Tb927.10.12050:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,931,948..2,932,864(+)	LSU ribosomal protein, mitochondrial, putative	16.49	16.52	18.61	19.97	16	6.34	14.13	
Tb927.10.12060	Tb927.10.12060:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,936,184..2,940,787(+)	hypothetical protein, conserved	8.51	4.06	2.46	5.48	2.5	3.08	2.98	
Tb927.10.12070	Tb927.10.12070:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,941,443..2,941,883(+)	hypothetical protein	11.73	7.81	2.17	5.84	1.78	4.05	4.2	
Tb927.10.12080	Tb927.10.12080:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,942,756..2,944,215(+)	hypothetical protein, conserved	8.45	7.86	11.5	17.09	14.04	5.18	11.54	
Tb927.10.12090	Tb927.10.12090:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,944,944..2,945,818(+)	RNA-binding protein, putative	16.15	42.63	26.53	69.02	82.73	15.57	45.07	
Tb927.10.1210	Tb927.10.1210:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:324,529..326,808(-)	katanin, putative	8.55	12.74	13.09	13.77	17.29	8.34	13.97	
Tb927.10.12100	Tb927.10.12100:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,945,981..2,946,885(+)	RNA-binding protein 7B	3.3	19.15	15.55	46.2	65.52	7.43	38.46	
Tb927.10.12110	Tb927.10.12110:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,947,070..2,948,505(+)	hypothetical protein, conserved	14.97	15.67	18.59	13.06	21.56	11.45	17.92	
Tb927.10.12120	Tb927.10.12120:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,948,616..2,955,216(+)	hypothetical protein, conserved	12.81	9.62	3.15	8.49	6.74	4	8.89	
Tb927.10.12130	Tb927.10.12130:mRNA	T. brucei brucei TREU927	Tb927_10_v5.1:2,956,345..2,959,047(+)	Ubiquitin family, putative	10.09	8.92	6.49	4.88	9.22	3.76	4.73	
