2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,BS RNAs/ cell Silicotryp ,Log 2 BS RNAs/ cell Silicotryp ,RPM pA+ fragments BS,BS RNAs/cell pA+ fragments ,Log 2 BS RNAs/cell pA+ fragments ,RPM Ribosome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb BS,Fraction in polysomes,mRNA abundance BS/PC (Silicotryp),"ribosomes/kb, BS/PC"
Tb927.4.4720,KRIPP7/TbPPR7 Kinetoplast ribosomal PPR-repeat containing protein,Mito.translation,1,1584,0.7,-0.57,148.52,2.97,1.57,27.65,27.65,2.42,3.59,2.27,0.588,1.17,0.819
Tb927.10.12050,Mitchondrial LSU ribosomal protein,Mito.translation,1,870,1.3,0.36,77.64,1.55,0.63,18.55,18.55,1.63,1.27,1.46,0.636,0.64,0.811
Tb927.7.2760,Mitchondrial LSU ribosomal protein,Mito.translation,1,837,1.2,0.27,104.70,2.09,1.07,59.38,59.38,5.21,4.32,5.16,0.573,0.94,1.032
Tb927.7.6800,Mitchondrial LSU ribosomal protein,Mito.translation,1,1137,0.9,-0.16,105.99,2.12,1.08,19.28,19.28,1.69,1.9,1.67,0.551,0.28,1.575
Tb927.11.15500,Mitchondrial LSU ribosomal protein,Mito.translation,1,852,0.9,-0.23,94.00,1.88,0.91,50.36,50.36,4.42,5.17,6.07,0.641,0.6,1.183
Tb927.10.11350,Mitchondrial LSU ribosomal protein,Mito.translation,1,402,1.9,0.93,54.95,1.10,0.14,38.48,38.48,3.37,1.77,4.4,0.643,0.81,1.313
Tb927.8.2760,Mitchondrial LSU ribosomal protein,Mito.translation,1,1434,1.2,0.26,121.69,2.43,1.28,28.91,28.91,2.54,2.12,1.48,0.702,0.89,1.028
Tb927.4.4600,Mitchondrial LSU ribosomal protein,Mito.translation,1,783,1.7,0.79,88.54,1.77,0.82,38.55,38.55,3.38,1.96,2.5,0.649,0.52,1.689
Tb927.3.820,Mitchondrial LSU ribosomal protein,Mito.translation,1,567,1.9,0.92,58.82,1.18,0.23,41.49,41.49,3.64,1.93,3.4,0.546,1.09,1.318
Tb927.4.4610,Mitchondrial LSU ribosomal protein,Mito.translation,1,960,1.5,0.62,127.65,2.55,1.35,47.63,47.63,4.18,2.71,2.82,0.589,0.87,2.153
Tb927.11.6000,Mitchondrial LSU ribosomal protein,Mito.translation,1,1380,2.2,1.14,146.56,2.93,1.55,60.49,60.49,5.31,2.4,1.74,0.68,1.21,0.624
Tb927.10.1870,Mitchondrial LSU ribosomal protein,Mito.translation,1,456,2.1,1.07,92.14,1.84,0.88,48.48,48.48,4.25,2.02,4.43,0.551,0.78,1.71
Tb927.6.4040,Mitchondrial LSU ribosomal protein,Mito.translation,1,726,1.3,0.41,86.67,1.73,0.79,58.06,58.06,5.09,3.83,5.28,0.623,0.34,1.821
Tb927.11.10170,Mitchondrial LSU ribosomal protein,Mito.translation,1,642,1.3,0.43,82.70,1.65,0.73,55.53,55.53,4.87,3.62,5.64,0.665,0.3,3.76
Tb927.9.7170,Mitchondrial LSU ribosomal protein,Mito.translation,1,1416,1.3,0.33,150.09,3.00,1.59,60.29,60.29,5.29,4.21,2.97,0.692,0.59,0.739
Tb927.5.3980,Mitchondrial LSU ribosomal protein,Mito.translation,1,1125,1.0,0.02,75.24,1.50,0.59,53.46,53.46,4.69,4.62,4.11,0.681,1.05,1.09
Tb927.5.4120,Mitchondrial LSU ribosomal protein,Mito.translation,1,576,1.5,0.58,60.76,1.22,0.28,28.94,28.94,2.54,1.7,2.95,0.67,0.82,0.983
Tb927.9.8290,Mitchondrial LSU ribosomal protein,Mito.translation,1,657,1.6,0.68,102.77,2.06,1.04,64.11,64.11,5.62,3.51,5.34,0.609,1.07,1.072
Tb927.11.5880,Mitchondrial LSU ribosomal protein,Mito.translation,1,1674,1.3,0.41,73.69,1.47,0.56,52.51,52.51,4.61,3.46,2.07,0.698,1.34,0.672
Tb927.7.3510,Mitchondrial LSU ribosomal protein,Mito.translation,1,1449,0.9,-0.14,120.47,2.41,1.27,40.29,40.29,3.53,3.9,2.69,0.656,0.92,1.3
Tb927.11.5990,Mitchondrial LSU ribosomal protein,Mito.translation,1,1851,1.0,-0.04,106.49,2.13,1.09,30.85,30.85,2.71,2.78,1.5,0.645,1.85,0.476
Tb927.10.600,Mitchondrial LSU ribosomal protein,Mito.translation,1,1626,1.4,0.50,108.68,2.17,1.12,51.14,51.14,4.49,3.16,1.94,0.724,0.65,0.749
Tb927.7.7010,Mitchondrial LSU ribosomal protein,Mito.translation,1,465,1.0,0.06,45.03,0.90,-0.15,32.81,32.81,2.88,2.77,5.96,0.688,0.71,1.211
Tb927.6.1440,Mitchondrial LSU ribosomal protein,Mito.translation,1,777,1.0,0.00,104.52,2.09,1.06,40.77,40.77,3.58,3.57,4.59,0.507,0.34,1.897
Tb927.6.4200,Mitchondrial LSU ribosomal protein,Mito.translation,1,1335,1.3,0.34,177.83,3.56,1.83,64.02,64.02,5.61,4.45,3.33,0.628,0.44,1.164
Tb927.11.9830,Mitchondrial LSU ribosomal protein,Mito.translation,1,594,2.1,1.06,77.48,1.55,0.63,59.16,59.16,5.19,2.48,4.18,0.489,0.8,1.298
Tb927.11.870,Mitchondrial LSU ribosomal protein,Mito.translation,1,741,1.3,0.37,62.61,1.25,0.32,74.50,74.5,6.53,5.04,6.8,0.703,1.51,0.561
Tb927.3.1710,Mitchondrial LSU ribosomal protein,Mito.translation,1,1137,2.3,1.19,112.83,2.26,1.17,49.58,49.58,4.35,1.9,1.67,0.666,0.93,0.668
Tb927.7.3460,Mitchondrial LSU ribosomal protein,Mito.translation,1,1350,1.8,0.83,138.95,2.78,1.47,72.51,72.51,6.36,3.59,2.66,0.637,1.72,0.713
Tb927.7.4710,Mitchondrial LSU ribosomal protein,Mito.translation,1,891,1.1,0.14,120.10,2.40,1.26,53.90,53.9,4.73,4.29,4.81,0.634,0.62,1.598
Tb927.4.1810,Mitchondrial LSU ribosomal protein,Mito.translation,1,345,4.5,2.16,64.02,1.28,0.36,48.22,48.22,4.23,0.95,2.75,0.713,1.04,1.022
Tb927.8.3170,Mitchondrial LSU ribosomal protein,Mito.translation,1,2391,1.4,0.44,187.37,3.75,1.91,64.47,64.47,5.65,4.15,1.74,0.71,1.28,0.757
Tb927.8.3300,Mitchondrial LSU ribosomal protein,Mito.translation,1,2076,1.1,0.18,120.20,2.40,1.27,35.56,35.56,3.12,2.75,1.32,0.677,0.95,0.447
Tb927.6.4080,Mitchondrial LSU ribosomal protein,Mito.translation,1,618,2.0,0.98,92.45,1.85,0.89,42.66,42.66,3.74,1.89,3.06,0.689,0.4,2.068
Tb927.6.3930,Mitchondrial LSU ribosomal protein,Mito.translation,1,1281,1.3,0.34,100.99,2.02,1.01,42.37,42.37,3.72,2.93,2.29,0.715,0.62,0.575
Tb927.8.1880,Mitchondrial LSU ribosomal protein,Mito.translation,1,573,3.0,1.59,107.91,2.16,1.11,40.73,40.73,3.57,1.19,2.08,0.613,0.82,2.213
Tb927.10.11050,Mitchondrial LSU ribosomal protein,Mito.translation,1,939,1.2,0.27,138.66,2.77,1.47,44.29,44.29,3.88,3.22,3.43,0.578,0.62,1.588
Tb927.7.4140,Mitchondrial LSU ribosomal protein,Mito.translation,1,567,1.9,0.95,62.41,1.25,0.32,50.04,50.04,4.39,2.28,4.02,0.708,0.98,1.336
Tb927.9.12850,Mitchondrial LSU ribosomal protein,Mito.translation,1,1761,1.0,0.05,105.32,2.11,1.07,26.77,26.77,2.35,2.27,1.29,0.673,1.02,0.741
Tb927.7.4550,Mitchondrial LSU ribosomal protein,Mito.translation,2,552,2.6,1.35,47.21,1.89,0.92,83.59,167.18,14.66,5.74,10.4,0.711,1.05,0.559
Tb927.5.2070,Mitchondrial LSU ribosomal protein,Mito.translation,1,1905,1.5,0.57,206.01,4.12,2.04,46.45,46.45,4.07,2.74,1.44,0.666,3.37,0.24
Tb927.11.4650,Mitchondrial LSU ribosomal protein,Mito.translation,1,4569,0.9,-0.17,334.49,6.69,2.74,84.06,84.06,7.37,8.3,1.82,0.699,0.91,1.046
Tb927.11.14980,Mitchondrial LSU ribosomal protein,Mito.translation,1,1524,1.2,0.30,97.22,1.94,0.96,37.41,37.41,3.28,2.67,1.75,0.758,0.69,0.751
Tb927.11.10080,Mitchondrial LSU ribosomal protein,Mito.translation,1,570,2.3,1.18,83.62,1.67,0.74,24.51,24.51,2.15,0.95,1.67,0.585,0.83,1.176
Tb927.11.10570,Mitchondrial LSU ribosomal protein,Mito.translation,1,1002,1.2,0.32,111.17,2.22,1.15,54.16,54.16,4.75,3.81,3.8,0.685,0.68,1.041
Tb927.11.1630,Mitchondrial LSU ribosomal protein,Mito.translation,1,2496,1.1,0.08,120.73,2.41,1.27,67.52,67.52,5.92,5.61,2.25,0.73,1.94,0.316
Tb927.6.3600,Mitchondrial LSU ribosomal protein,Mito.translation,1,1320,2.3,1.23,139.51,2.79,1.48,13.24,13.24,1.16,0.5,0.38,0.682,0.59,0.95
Tb927.11.11630,Mitchondrial LSU ribosomal protein,Mito.translation,1,729,1.0,0.07,63.56,1.27,0.35,36.45,36.45,3.2,3.05,4.18,0.679,0.66,0.873
Tb927.9.3640,Mitchondrial LSU ribosomal protein,Mito.translation,1,597,2.4,1.29,93.55,1.87,0.90,40.63,40.63,3.56,1.45,2.43,0.602,0.81,1.115
Tb927.10.7380,Mitchondrial LSU ribosomal protein,Mito.translation,1,1050,1.3,0.39,135.93,2.72,1.44,84.04,84.04,7.37,5.64,5.37,0.622,0.6,1.689
Tb927.11.3640,Mitchondrial LSU ribosomal protein,Mito.translation,1,558,1.5,0.58,45.84,0.92,-0.13,87.07,87.07,7.64,5.11,9.16,0.767,0.99,1.23
Tb927.9.14050,Mitchondrial LSU ribosomal protein,Mito.translation,1,1575,1.2,0.22,87.20,1.74,0.80,27.79,27.79,2.44,2.09,1.33,0.675,0.83,1.039
Tb927.5.3870,Mitchondrial LSU ribosomal protein,Mito.translation,1,2196,1.2,0.30,165.53,3.31,1.73,40.14,40.14,3.52,2.86,1.3,0.728,1.55,0.56
Tb927.5.3410,Mitchondrial LSU ribosomal protein,Mito.translation,1,792,0.6,-0.74,82.86,1.66,0.73,32.11,32.11,2.82,4.71,5.95,0.617,0.49,1.42
Tb927.11.10050,Mitchondrial LSU ribosomal protein,Mito.translation,1,309,2.2,1.15,53.50,1.07,0.10,38.00,38,3.33,1.5,4.85,0.653,0.47,2.235
Tb927.5.3110,Mitchondrial LSU ribosomal protein,Mito.translation,1,657,0.8,-0.31,77.54,1.55,0.63,75.52,75.52,6.62,8.22,12.51,0.681,1.49,1.666
Tb927.8.5860,"Mitchondrial LSU ribosomal protein 50S ribosomal protein L17, putative",Mito.translation,1,906,0.7,-0.58,86.55,1.73,0.79,47.01,47.01,4.12,6.18,6.82,0.571,0.49,1.386
Tb927.4.1070,"Mitchondrial LSU ribosomal protein L13, putative",Mito.translation,1,609,1.4,0.50,88.98,1.78,0.83,45.18,45.18,3.96,2.81,4.61,0.604,0.63,2.185
Tb927.4.930,"Mitchondrial LSU ribosomal protein L14, putative",Mito.translation,1,570,1.4,0.49,93.00,1.86,0.90,49.08,49.08,4.3,3.06,5.37,0.519,0.66,1.467
Tb927.7.3960,"Mitchondrial LSU ribosomal protein L16, putative",Mito.translation,1,504,0.9,-0.14,43.01,0.86,-0.22,24.80,24.8,2.18,2.39,4.74,0.589,1.01,0.994
Tb927.5.3360,"Mitchondrial LSU ribosomal protein L2, putative",Mito.translation,1,1236,1.6,0.65,165.50,3.31,1.73,62.32,62.32,5.47,3.49,2.82,0.637,1.13,0.829
Tb927.7.3430,"Mitchondrial LSU ribosome-associated cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Mito.translation,1,696,1.5,0.55,50.55,1.01,0.02,38.63,38.63,3.39,2.32,3.33,0.595,0.62,1.321
Tb927.11.9450,"Mitchondrial LSU ribosome-associated cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Mito.translation,1,573,2.1,1.10,84.28,1.69,0.75,31.45,31.45,2.76,1.29,2.25,0.503,0.76,0.949
Tb927.9.6510,Mitchondrial SSU ribosomal associated,Mito.translation,1,2001,1.0,0.02,218.33,4.37,2.13,54.11,54.11,4.75,4.67,2.33,0.662,0.55,1.054
Tb927.7.3240,Mitchondrial SSU ribosomal associated,Mito.translation,1,492,3.4,1.78,107.79,2.16,1.11,70.55,70.55,6.19,1.81,3.68,0.556,0.86,2.115
Tb927.9.11120,Mitchondrial SSU ribosomal associated,Mito.translation,1,1809,1.3,0.39,154.78,3.10,1.63,93.83,93.83,8.23,6.27,3.47,0.671,0.89,0.622
Tb927.7.3050,Mitchondrial SSU ribosomal associated,Mito.translation,1,3498,1.2,0.23,170.54,3.41,1.77,108.98,108.98,9.56,8.18,2.34,0.742,1.29,0.339
Tb927.8.5200,Mitchondrial SSU ribosomal associated,Mito.translation,1,5367,1.2,0.24,205.21,4.10,2.04,145.43,145.43,12.75,10.77,2.01,0.777,3.06,0.124
Tb927.5.4040,Mitchondrial SSU ribosomal associated (coiled coil),Mito.translation,1,2454,1.4,0.44,132.48,2.65,1.41,48.98,48.98,4.3,3.16,1.29,0.657,1.11,0.222
Tb927.11.11470,Mitchondrial SSU ribosomal associated KRIPP14 (PPR),Mito.translation,1,849,1.1,0.14,83.71,1.67,0.74,40.89,40.89,3.59,3.26,3.84,0.615,0.69,1.021
Tb927.6.2080,Mitchondrial SSU ribosomal associated KRIPP22 (PPR),Mito.translation,1,1191,1.0,0.06,56.21,1.12,0.17,40.66,40.66,3.57,3.42,2.87,0.645,0.62,0.635
Tb927.3.5240,Mitchondrial SSU ribosomal associated KRIPP8 (PPR),Mito.translation,1,1746,0.9,-0.21,110.95,2.22,1.15,82.75,82.75,7.26,8.39,4.81,0.721,0.73,0.982
Tb927.8.5280,Mitchondrial SSU ribosomal associated TbMRPS34,Mito.translation,1,774,2.3,1.23,162.38,3.25,1.70,59.90,59.9,5.25,2.24,2.89,0.658,0.77,1.302
Tb927.6.4930,"Mitchondrial SSU ribosomal associated, rhodanese",Mito.translation,1,744,1.0,-0.02,52.98,1.06,0.08,49.79,49.79,4.37,4.42,5.94,0.542,0.38,1.134
Tb927.10.3250,Mitchondrial SSU ribosomal protein,Mito.translation,1,924,0.9,-0.11,91.66,1.83,0.87,21.39,21.39,1.88,2.03,2.2,0.603,0.81,0.884
Tb927.11.10400,Mitchondrial SSU ribosomal protein,Mito.translation,1,540,2.1,1.07,83.16,1.66,0.73,71.70,71.7,6.29,2.99,5.54,0.667,0.81,1.351
Tb927.6.4580,Mitchondrial SSU ribosomal protein,Mito.translation,1,285,5.4,2.43,52.94,1.06,0.08,55.12,55.12,4.83,0.89,3.12,0.484,0.64,1.258
Tb927.4.3690,Mitchondrial SSU ribosomal protein,Mito.translation,1,1320,1.2,0.27,136.36,2.73,1.45,55.56,55.56,4.87,4.03,3.05,0.64,0.71,1.419
Tb927.8.4860,Mitchondrial SSU ribosomal protein,Mito.translation,1,2040,1.0,0.06,97.66,1.95,0.97,36.52,36.52,3.2,3.08,1.51,0.6,1.41,0.47
Tb927.5.1510,Mitchondrial SSU ribosomal protein,Mito.translation,1,939,1.7,0.73,128.26,2.57,1.36,54.77,54.77,4.8,2.89,3.08,0.616,1.62,0.808
Tb927.11.11870,Mitchondrial SSU ribosomal protein,Mito.translation,1,1050,1.3,0.40,145.65,2.91,1.54,53.52,53.52,4.69,3.55,3.38,0.693,0.94,1.798
Tb927.10.11260,Mitchondrial SSU ribosomal protein,Mito.translation,1,564,4.6,2.19,108.32,2.17,1.12,81.07,81.07,7.11,1.56,2.77,0.621,2.05,0.926
Tb927.8.1430,Mitchondrial SSU ribosomal protein,Mito.translation,1,501,1.8,0.85,89.10,1.78,0.83,28.76,28.76,2.52,1.4,2.79,0.59,0.67,1.274
Tb927.10.13820,Mitchondrial SSU ribosomal protein,Mito.translation,1,786,1.9,0.91,93.16,1.86,0.90,67.54,67.54,5.92,3.15,4.01,0.65,0.58,1.831
Tb927.3.2260,Mitchondrial SSU ribosomal protein,Mito.translation,1,687,3.4,1.75,109.46,2.19,1.13,67.23,67.23,5.9,1.75,2.55,0.597,1.56,0.447
Tb927.10.3580,Mitchondrial SSU ribosomal protein,Mito.translation,1,975,1.8,0.87,126.49,2.53,1.34,43.88,43.88,3.85,2.1,2.15,0.555,0.72,1.303
Tb927.1.1200,Mitchondrial SSU ribosomal protein,Mito.translation,1,1290,2.3,1.18,151.94,3.04,1.60,30.43,30.43,2.67,1.18,0.91,0.693,1.07,0.558
Tb927.10.2800,Mitchondrial SSU ribosomal protein,Mito.translation,1,483,2.5,1.32,81.08,1.62,0.70,73.72,73.72,6.47,2.6,5.38,0.707,0.89,0.976
Tb927.5.3640,Mitchondrial SSU ribosomal protein,Mito.translation,1,813,1.0,0.01,69.64,1.39,0.48,43.07,43.07,3.78,3.76,4.62,0.691,0.92,0.766
Tb927.6.4560,Mitchondrial SSU ribosomal protein,Mito.translation,1,1224,2.2,1.17,126.91,2.54,1.34,69.72,69.72,6.11,2.72,2.22,0.647,0.95,0.583
Tb927.8.4550,Mitchondrial SSU ribosomal protein,Mito.translation,1,552,2.2,1.13,109.87,2.20,1.14,90.94,90.94,7.98,3.65,6.61,0.669,1.32,1.406
Tb927.2.4400,Mitchondrial SSU ribosomal protein,Mito.translation,1,3546,1.3,0.42,91.02,1.82,0.86,86.76,86.76,7.61,5.68,1.6,0.71,1.45,0.185
Tb927.11.5060,Mitchondrial SSU ribosomal protein,Mito.translation,1,3126,1.2,0.30,112.14,2.24,1.17,23.38,23.38,2.05,1.66,0.53,0.674,2.4,0.072
Tb927.7.2620,Mitchondrial SSU ribosomal protein,Mito.translation,1,885,0.8,-0.33,101.36,2.03,1.02,44.79,44.79,3.93,4.93,5.57,0.572,0.75,1.23
Tb927.10.11820,Mitchondrial SSU ribosomal protein,Mito.translation,1,1005,1.0,-0.07,59.98,1.20,0.26,35.64,35.64,3.13,3.29,3.27,0.644,0.95,1.313
Tb927.3.770,Mitchondrial SSU ribosomal protein,Mito.translation,1,546,2.3,1.23,87.51,1.75,0.81,43.46,43.46,3.81,1.63,2.99,0.573,0.67,1.372
Tb927.9.11880,Mitchondrial SSU ribosomal protein,Mito.translation,1,1323,1.6,0.67,130.31,2.61,1.38,63.05,63.05,5.53,3.49,2.64,0.727,0.61,1.189
Tb927.9.5280,Mitchondrial SSU ribosomal protein,Mito.translation,1,825,1.5,0.59,78.07,1.56,0.64,22.84,22.84,2,1.33,1.61,0.668,1.44,0.585
Tb927.10.16090,Mitchondrial SSU ribosomal protein,Mito.translation,1,2412,0.7,-0.42,117.54,2.35,1.23,22.22,22.22,1.95,2.61,1.08,0.653,1.45,0.383
Tb927.3.970,Mitchondrial SSU ribosomal protein,Mito.translation,1,1113,1.9,0.96,208.31,4.17,2.06,34.71,34.71,3.04,1.57,1.41,0.637,0.62,1.905
Tb927.5.1790,Mitchondrial SSU ribosomal protein,Mito.translation,1,1896,4.2,2.06,487.68,9.75,3.29,87.11,87.11,7.64,1.84,0.97,0.58,0.83,1.01
Tb927.11.7790,Mitchondrial SSU ribosomal protein,Mito.translation,1,567,3.8,1.93,99.37,1.99,0.99,51.12,51.12,4.48,1.17,2.06,0.619,0.75,1.321
Tb927.11.10150,Mitchondrial SSU ribosomal protein,Mito.translation,1,3636,1.3,0.35,200.24,4.00,2.00,54.70,54.7,4.8,3.76,1.03,0.754,2.75,0.099
Tb927.10.10400,Mitchondrial SSU ribosomal protein S11,Mito.translation,1,981,1.1,0.16,111.34,2.23,1.15,84.20,84.2,7.38,6.6,6.73,0.601,1.75,0.788
Tb927.6.1250,Mitchondrial SSU ribosomal protein S29,Mito.translation,1,1497,0.9,-0.19,96.75,1.94,0.95,67.50,67.5,5.92,6.76,4.52,0.722,0.54,0.672
Tb927.10.6300,Mitchondrial SSU ribosomal protein S5,Mito.translation,1,1308,1.1,0.17,80.64,1.61,0.69,23.97,23.97,2.1,1.87,1.43,0.675,0.82,0.399
Tb927.8.3110,Mitchondrial SSU ribosomal protein S9,Mito.translation,1,1332,1.4,0.51,109.10,2.18,1.13,71.45,71.45,6.27,4.39,3.3,0.611,1,1.078
Tb927.9.11280,"Mitchondrial SSU ribosomal S17, putative",Mito.translation,1,924,1.2,0.26,113.05,2.26,1.18,80.52,80.52,7.06,5.91,6.4,0.684,0.7,1.557
Tb927.10.13300,"Mitchondrial SSU ribosomal S8, putative",Mito.translation,1,849,0.5,-1.06,73.67,1.47,0.56,34.21,34.21,3,6.26,7.37,0.662,0.79,1.095
Tb927.2.4740,Mitochondrial LSU ribosomal protein L11,Mito.translation,2,1029,1.9,0.96,64.28,2.57,1.36,19.96,39.92,3.5,1.8,1.75,0.56,0.5,0.888
Tb927.1.2990,PPR2,Mito.translation,1,3075,1.5,0.61,212.67,4.25,2.09,78.48,78.48,6.88,4.52,1.47,0.755,1.62,0.457
Tb927.1.1160,PPR3,Mito.translation,1,1596,0.9,-0.17,105.45,2.11,1.08,28.43,28.43,2.49,2.8,1.75,0.651,1.9,0.589
Tb927.10.13200,PPR4,Mito.translation,1,2787,0.8,-0.33,126.39,2.53,1.34,60.57,60.57,5.31,6.7,2.4,0.692,1.98,0.5
Tb927.10.380,PPR5 mitochondrial RNA binding protein 1,Mito.translation,1,1029,0.9,-0.08,108.68,2.17,1.12,68.88,68.88,6.04,6.37,6.19,0.545,0.88,1.179
Tb927.3.1070,RF1 Mitochondrial peptide chain release factor 1,Mito.translation,1,1335,2.4,1.24,104.92,2.10,1.07,14.14,14.14,1.24,0.53,0.4,0.632,1.59,0.769
Tb927.3.5610,"ribosomal protein L3 mitochondrial, putative",Mito.translation,1,1422,1.3,0.36,111.22,2.22,1.15,41.96,41.96,3.68,2.87,2.02,0.639,0.92,0.687
Tb927.10.15650,tRNA pseudouridine synthase A-like protein,Mito.translation,1,1767,0.3,-1.91,156.35,3.13,1.64,34.68,34.68,3.04,11.46,6.49,0.691,1.33,0.531
Tb927.9.12120,"mitochondrial carrier protein, MCP1",Mito.transport,3,993,1.1,0.19,84.01,5.04,2.33,52.66,157.98,13.86,12.18,12.27,0.673,0.87,1.007
Tb927.11.270,"mitochondrial carrier protein, MCP10",Mito.transport,1,933,1.2,0.27,51.24,1.02,0.04,6.96,6.96,0.61,0.51,0.55,0.653,0.62,0.39
Tb927.9.10310,"mitochondrial carrier protein, MCP11",Mito.transport,1,954,6.1,2.61,208.74,4.17,2.06,554.15,554.15,48.6,7.94,8.32,0.837,0.67,0.773
Tb927.10.12840,"mitochondrial carrier protein, MCP12",Mito.transport,1,915,1.8,0.85,83.43,1.67,0.74,387.78,387.78,34.01,18.87,20.62,0.781,0.16,1.099
Tb927.2.2970,"mitochondrial carrier protein, MCP13",Mito.transport,1,939,1.4,0.51,38.01,0.76,-0.40,78.28,78.28,6.87,4.82,5.13,0.58,1.27,0.341
Tb927.10.13120,"mitochondrial carrier protein, MCP14",Mito.transport,1,1206,1.0,0.06,68.80,1.38,0.46,13.20,13.2,1.16,1.11,0.92,0.66,1.1,0.358
Tb927.8.1310,"mitochondrial carrier protein, MCP15",Mito.transport,1,1005,2.5,1.34,79.40,1.59,0.67,16.36,16.36,1.43,0.57,0.57,0.66,2.03,0.308
Tb927.7.3940,"mitochondrial carrier protein, MCP16",Mito.transport,1,996,4.9,2.30,261.69,5.23,2.39,129.84,129.84,11.39,2.31,2.32,0.814,0.61,0.655
Tb927.3.2980,"mitochondrial carrier protein, MCP17",Mito.transport,1,870,1.1,0.17,42.00,0.84,-0.25,15.08,15.08,1.32,1.18,1.36,0.685,1.13,0.576
Tb927.8.3330,"mitochondrial carrier protein, MCP18",Mito.transport,1,922,1.0,0.00,58.37,1.17,0.22,42.85,42.85,3.76,3.77,4.09,0.624,2.47,0.891
Tb927.8.4440,"mitochondrial carrier protein, MCP19",Mito.transport,1,1104,0.7,-0.43,103.49,2.07,1.05,25.44,25.44,2.23,3.01,2.73,0.705,1.85,0.961
Tb927.10.14280,"mitochondrial carrier protein, MCP20",Mito.transport,1,912,1.2,0.32,114.34,2.29,1.19,37.99,37.99,3.33,2.68,2.94,0.619,0.77,1.077
Tb927.11.13440,"mitochondrial carrier protein, MCP21",Mito.transport,1,951,0.9,-0.16,87.37,1.75,0.81,13.73,13.73,1.2,1.34,1.41,0.698,1.64,1.33
Tb927.5.1550,"mitochondrial carrier protein, MCP23",Mito.transport,1,933,3.5,1.81,127.32,2.55,1.35,162.59,162.59,14.26,4.08,4.37,0.72,2.92,0.888
Tb927.8.5810,"mitochondrial carrier protein, MCP24",Mito.transport,2,858,1.4,0.48,115.81,4.63,2.21,4.59,9.18,0.81,0.58,0.68,0.53,1.3,0.883
Tb927.9.11040,"mitochondrial carrier protein, MCP3",Mito.transport,1,924,1.2,0.31,63.58,1.27,0.35,10.66,10.66,0.93,0.75,0.81,0.442,1.11,1.328
Tb927.10.4910,"mitochondrial carrier protein, MCP4",Mito.transport,1,2115,1.4,0.45,132.28,2.65,1.40,27.81,27.81,2.44,1.79,0.85,0.682,1.44,0.503
Tb927.10.14840,"mitochondrial carrier protein, MCP5c",Mito.transport,3,924,9.6,3.27,261.68,15.70,3.97,323.82,971.46,85.2,8.83,9.56,0.742,0.22,0.99
Tb927.4.1660,"mitochondrial carrier protein, MCP6",Mito.transport,1,1158,2.1,1.06,43.20,0.86,-0.21,47.74,47.74,4.19,2.01,1.74,0.795,2.68,0.447
Tb927.10.15710,"mitochondrial carrier protein, MCP7",Mito.transport,1,972,1.2,0.29,91.21,1.82,0.87,46.08,46.08,4.04,3.3,3.4,0.744,0.89,0.859
Tb927.10.10440,"mitochondrial carrier protein, MCP8",Mito.transport,1,1143,1.3,0.35,59.35,1.19,0.25,27.35,27.35,2.4,1.89,1.65,0.551,1.12,1.486
Tb927.11.5290,"mitochondrial carrier protein, MCP9",Mito.transport,2,849,1.4,0.48,98.79,3.95,1.98,105.14,210.28,18.44,13.25,15.61,0.721,0.61,1.346
Tb927.11.14340,exportin 1 (XPO1),Nuclear.transport,1,3102,2.1,1.04,152.80,3.06,1.61,97.14,97.14,8.52,4.15,1.34,0.777,1.81,0.393
Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative (rtb2)",Nuclear.transport,1,654,12.5,3.65,326.05,6.52,2.71,990.00,990,86.82,6.94,10.61,0.863,3.43,0.213
Tb927.11.15370,"hypothetical protein, conserved (TbKap123)",Nuclear.transport,1,3219,5.2,2.38,234.68,4.69,2.23,431.24,431.24,37.82,7.29,2.26,0.816,1.81,0.12
Tb927.10.7630,"hypothetical protein, conserved,transportin2- like protein",Nuclear.transport,1,2826,2.0,1.01,174.28,3.49,1.80,110.33,110.33,9.68,4.82,1.71,0.735,1.34,0.398
Tb927.6.2640,"importin alpha subunit, putative (TbKap60)",Nuclear.transport,1,1602,3.3,1.74,75.09,1.50,0.59,239.31,239.31,20.99,6.28,3.92,0.818,0.88,0.365
Tb927.10.2900,"importin beta-1 subunit, putative",Nuclear.transport,1,2601,3.3,1.73,114.79,2.30,1.20,325.57,325.57,28.55,8.63,3.32,0.756,2.17,0.287
Tb927.6.4740,"importin-alpha re-exporter protein, putative",Nuclear.transport,1,2883,3.0,1.60,104.07,2.08,1.06,167.66,167.66,14.7,4.84,1.68,0.816,1.15,0.285
Tb927.10.2370,LA,Nuclear.transport,1,1008,5.4,2.43,121.54,2.43,1.28,179.81,179.81,15.77,2.92,2.9,0.811,1.65,0.287
Tb927.6.4950,"mago nashi-like protein, putative",Nuclear.transport,1,504,7.8,2.96,120.82,2.42,1.27,108.43,108.43,9.51,1.22,2.42,0.691,1.26,0.992
