2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,PC RNAs/cell Silicotryp,RPM Ribsome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb,Fraction in polysomes,LOG 2 Ribosomes/kb,Ribosomes/kb on polysomes,
Tb927.5.1550,"mitochondrial carrier protein, MCP23",Mito.transport,1,933,2.6,60.02,60.02,11.8,4.59,4.92,0.645,2.3,7.627906977,
Tb927.8.5810,"mitochondrial carrier protein, MCP24",Mito.transport,2,858,2.3,3.87,7.74,1.52,0.66,0.77,0.355,-0.38,2.169014085,
Tb927.9.11040,"mitochondrial carrier protein, MCP3",Mito.transport,1,924,2.4,6.98,6.98,1.37,0.57,0.61,0.29,-0.71,2.103448276,
Tb927.10.4910,"mitochondrial carrier protein, MCP4",Mito.transport,1,2115,2.0,37.15,37.15,7.3,3.58,1.69,0.585,0.76,2.888888889,
Tb927.10.14840,"mitochondrial carrier protein, MCP5c",Mito.transport,3,924,95.8,1449.55,4348.65,854.98,8.93,9.66,0.845,3.27,11.43195266,
Tb927.4.1660,"mitochondrial carrier protein, MCP6",Mito.transport,1,1158,1.7,38.22,38.22,7.51,4.5,3.89,0.715,1.96,5.440559441,
Tb927.10.15710,"mitochondrial carrier protein, MCP7",Mito.transport,1,972,3.0,57.76,57.76,11.36,3.85,3.96,0.64,1.99,6.1875,
Tb927.10.10440,"mitochondrial carrier protein, MCP8",Mito.transport,1,1143,2.4,15.70,15.7,3.09,1.27,1.11,0.405,0.15,2.740740741,
Tb927.11.5290,"mitochondrial carrier protein, MCP9",Mito.transport,2,849,4.9,122.74,245.48,48.26,9.85,11.6,0.64,3.54,18.125,
Tb927.11.14340,exportin 1 (XPO1),Nuclear.transport,1,3102,2.4,130.74,130.74,25.7,10.58,3.41,0.765,1.77,4.45751634,
Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative (rtb2)",Nuclear.transport,1,654,7.8,1296.59,1296.59,254.92,32.53,49.74,0.93,5.64,53.48387097,
Tb927.11.15370,"hypothetical protein, conserved (TbKap123)",Nuclear.transport,1,3219,6.2,1898.55,1898.55,373.27,60.5,18.8,0.845,4.23,22.24852071,
Tb927.10.7630,"hypothetical protein, conserved,transportin2- like protein",Nuclear.transport,1,2826,3.2,199.61,199.61,39.24,12.15,4.3,0.615,2.1,6.991869919,
Tb927.6.2640,"importin alpha subunit, putative (TbKap60)",Nuclear.transport,1,1602,8.2,718.13,718.13,141.19,17.23,10.75,0.865,3.43,12.42774566,
Tb927.10.2900,"importin beta-1 subunit, putative",Nuclear.transport,1,2601,3.3,502.82,502.82,98.86,30.09,11.57,0.76,3.53,15.22368421,
Tb927.6.4740,"importin-alpha re-exporter protein, putative",Nuclear.transport,1,2883,5.7,488.41,488.41,96.03,16.97,5.89,0.795,2.56,7.408805031,
Tb927.10.2370,LA,Nuclear.transport,1,1008,7.0,364.10,364.1,71.59,10.17,10.09,0.81,3.33,12.45679012,
Tb927.6.4950,"mago nashi-like protein, putative",Nuclear.transport,1,504,13.3,83.07,83.07,16.33,1.23,2.44,0.645,1.29,3.782945736,
Tb927.11.2370,MEX67,Nuclear.transport,1,1728,3.7,233.18,233.18,45.85,12.23,7.08,0.765,2.82,9.254901961,
Tb927.11.3550,"NPA3/XAB1 homologue, interacts with XPA and with RNA pol II, required for pol II import into the nucleus.",Nuclear.transport,1,873,1.1,42.36,42.36,8.33,7.75,8.88,0.56,3.15,15.85714286,
Tb927.10.15210,nuclear cap binding complex subunit CBP30,Nuclear.transport,1,813,2.4,15.07,15.07,2.96,1.24,1.52,0.57,0.6,2.666666667,
Tb927.6.1970,nuclear cap binding protein CBC20,Nuclear.transport,1,564,5.7,25.60,25.6,5.03,0.88,1.55,0.525,0.63,2.952380952,
Tb927.7.5760,"nuclear transport factor 2 protein, putative (NFT2)",Nuclear.transport,1,408,4.2,139.40,139.4,27.41,6.54,16.03,0.805,4,19.91304348,
Tb927.8.4280,"nuclear transport factor 2, putative",Nuclear.transport,1,375,8.2,216.56,216.56,42.58,5.18,13.81,0.835,3.79,16.53892216,
Tb927.10.8170,Nucleoporin  (NUP155),Nuclear.transport,1,3978,2.6,389.24,389.24,76.53,29.98,7.54,0.71,2.91,10.61971831,
Tb927.11.15990,Nucleoporin  (TbNup109),Nuclear.transport,1,3006,1.7,284.68,284.68,55.97,32.11,10.68,0.78,3.42,13.69230769,
Tb927.9.14240,Nucleoporin (Nup82),Nuclear.transport,1,2259,4.1,195.94,195.94,38.52,9.34,4.14,0.655,2.05,6.320610687,
Tb927.11.330,Nucleoporin (TbMlp-1),Nuclear.transport,1,2955,2.1,153.02,153.02,30.08,14.51,4.91,0.715,2.3,6.867132867,
Tb927.9.1340,Nucleoporin (TbMlp-2),Nuclear.transport,1,2442,2.8,315.24,315.24,61.98,22.54,9.23,0.72,3.21,12.81944444,
Tb927.7.2300,Nucleoporin (TbNup132),Nuclear.transport,1,3612,2.3,347.59,347.59,68.34,29.65,8.21,0.765,3.04,10.73202614,
Tb927.4.2880,Nucleoporin (TbNup225),Nuclear.transport,1,6213,0.7,463.76,463.76,91.18,126.83,20.41,0.785,4.35,26,
Tb927.11.15560,Nucleoporin (TbNup53a),Nuclear.transport,1,1620,1.9,112.20,112.2,22.06,11.55,7.13,0.69,2.83,10.33333333,
Tb927.3.3540,Nucleoporin (TbNup53b),Nuclear.transport,1,1536,5.2,96.01,96.01,18.88,3.65,2.38,0.57,1.25,4.175438596,
Tb927.11.2670,Nucleoporin (TbNup59),Nuclear.transport,1,1638,4.2,281.24,281.24,55.29,13.16,8.03,0.785,3.01,10.22929936,
Tb927.4.4310,Nucleoporin (TbNup64),Nuclear.transport,1,1872,2.1,125.26,125.26,24.63,11.97,6.4,0.77,2.68,8.311688312,
Tb927.8.8050,Nucleoporin (TbNup75),Nuclear.transport,1,2220,2.1,119.95,119.95,23.58,11.03,4.97,0.69,2.31,7.202898551,
Tb927.11.2950,Nucleoporin (TbNup89),Nuclear.transport,1,2391,2.9,178.39,178.39,35.07,12.16,5.09,0.705,2.35,7.219858156,
Tb927.11.4540,nucleoporin 48 (TbNup48),Nuclear.transport,1,1362,1.9,59.75,59.75,11.75,6.21,4.56,0.56,2.19,8.142857143,
Tb927.10.7060,"nucleoporin interacting component (NUP93), putative",Nuclear.transport,1,2652,1.5,262.07,262.07,51.53,33.29,12.55,0.745,3.65,16.84563758,
Tb927.9.3760,"poly(A) export protein, putative (TbGLE2)",Nuclear.transport,1,1050,3.1,75.17,75.17,14.78,4.83,4.6,0.49,2.2,9.387755102,
Tb927.11.3380,"Ran-binding protein 1, putative",Nuclear.transport,1,474,13.8,127.86,127.86,25.14,1.82,3.84,0.81,1.94,4.740740741,
Tb927.8.3370,"Ran-binding protein, putative",Nuclear.transport,1,621,1.2,20.01,20.01,3.93,3.4,5.47,0.51,2.45,10.7254902,
Tb927.11.9800,"serine peptidase, Clan SP, family S59, putative Nucleoporin",Nuclear.transport,1,1026,1.7,8.71,8.71,1.71,1.02,1,0.275,0,3.636363636,
Tb927.2.2240,"tRNA exportin, putative,exportin-T, putative (25N14.145)",Nuclear.transport,1,3627,1.0,126.50,126.5,24.87,25.16,6.94,0.77,2.79,9.012987013,
Tb927.7.1170,Y14,Nuclear.transport,1,480,10.5,41.34,41.34,8.13,0.77,1.61,0.635,0.69,2.535433071,
Tb927.7.1780,"Adenine phosphoribosyltransferase, putative",Nucleotides,1,708,19.5,451.09,451.09,88.69,4.56,6.44,0.86,2.69,7.488372093,
Tb927.7.1790,"Adenine phosphoribosyltransferase, putative",Nucleotides,1,693,3.4,115.13,115.13,22.64,6.66,9.6,0.71,3.26,13.52112676,
Tb927.7.4480,"adenosine 5'-monophosphoramidase, putative",Nucleotides,1,426,16.4,183.19,183.19,36.02,2.2,5.16,0.74,2.37,6.972972973,
Tb927.10.10810,adenosine deaminase-like protein,Nucleotides,1,1857,1.3,7.37,7.37,1.45,1.08,0.58,0.565,-0.79,1.026548673,
Tb927.6.2300,"adenosine kinase, putative",Nucleotides,2,1038,14.7,232.96,465.92,91.6,6.24,6.02,0.645,2.59,9.333333333,
Tb927.9.7180,"adenosine monophosphate deaminase, putative,AMP deaminase, putative",Nucleotides,4,5073,0.9,279.86,1119.44,220.09,238.12,46.94,0.775,5.55,60.56774194,
Tb927.3.590,"adenosine transporter, putative",Nucleotides,1,1389,1.3,260.10,260.1,51.14,39.83,28.67,0.485,4.84,59.11340206,
Tb927.9.8450,adenylate kinase (ADKG),Nucleotides,1,603,6.1,128.22,128.22,25.21,4.14,6.87,0.71,2.78,9.676056338,
Tb927.10.2540,"adenylate kinase, putative",Nucleotides,1,690,3.3,10.95,10.95,2.15,0.65,0.94,0.44,-0.09,2.136363636,
Tb927.10.5760,"adenylate kinase, putative",Nucleotides,1,648,8.6,108.36,108.36,21.3,2.47,3.81,0.815,1.93,4.674846626,
Tb927.10.2530,"adenylate kinase, putative",Nucleotides,2,669,12.9,305.69,611.38,120.2,9.35,13.98,0.84,3.81,16.64285714,
Tb927.10.830,"adenylate kinase, putative",Nucleotides,2,783,2.3,127.02,254.04,49.95,21.73,27.76,0.75,4.79,37.01333333,
Tb927.2.5660,"adenylate kinase, putative (ADKA)",Nucleotides,1,783,6.2,150.05,150.05,29.5,4.76,6.07,0.775,2.6,7.832258065,
Tb927.5.3970,"adenylate kinase, putative (ADKE)",Nucleotides,1,783,7.2,115.41,115.41,22.69,3.17,4.05,0.7,2.02,5.785714286,
Tb927.9.7550,"adenylosuccinate lyase, putative",Nucleotides,1,1416,3.5,296.61,296.61,58.32,16.8,11.86,0.735,3.57,16.13605442,
Tb927.11.3650,"adenylosuccinate synthetase, putative",Nucleotides,1,1809,5.5,991.91,991.91,195.02,35.55,19.65,0.855,4.3,22.98245614,
Tb927.11.3850,"AMP deaminase, putative",Nucleotides,4,4677,0.6,66.82,267.28,52.55,93.47,19.99,0.675,4.32,29.61481481,
Tb927.9.9740,"AMP deaminase, putative",Nucleotides,4,4254,0.9,230.00,920,180.88,203.26,47.78,0.74,5.58,64.56756757,
Tb927.11.15750,"AMP deaminase, putative",Nucleotides,4,4254,0.5,172.23,688.92,135.45,247.8,58.25,0.745,5.86,78.18791946,
Tb927.5.3820,"aspartate carbamoyltransferase, putative",Nucleotides,1,984,7.4,254.33,254.33,50,6.74,6.85,0.825,2.78,8.303030303,
Tb927.8.2980,"Bis(5'-adenosyl)-triphosphatase, putative",Nucleotides,1,1251,3.1,19.71,19.71,3.88,1.24,0.99,0.515,-0.01,1.922330097,
Tb927.1.1240,CTP synthase,Nucleotides,1,1770,6.5,435.14,435.14,85.55,13.23,7.48,0.86,2.9,8.697674419,
Tb927.9.3000,"cytidine deaminase, putative",Nucleotides,1,549,3.0,20.52,20.52,4.03,1.33,2.42,0.55,1.28,4.4,
Tb927.7.5160,"deoxyuridine triphosphatase, putative,dUTP diphosphatase",Nucleotides,1,864,3.3,289.04,289.04,56.83,17.03,19.71,0.765,4.3,25.76470588,
Tb927.7.2100,"GMP synthase, putative,glutamine amidotransferase, putative",Nucleotides,1,1977,4.9,260.00,260,51.12,10.49,5.31,0.735,2.41,7.224489796,
Tb927.5.4560,"guanine deaminase, putative",Nucleotides,2,1551,1.7,149.24,298.48,58.68,34.43,22.2,0.615,4.47,36.09756098,
Tb927.5.2080,"guanosine monophosphate reductase, putative",Nucleotides,2,1476,6.9,526.01,1052.02,206.84,30.11,20.4,0.795,4.35,25.66037736,
Tb927.10.6810,"guanylate kinase, putative",Nucleotides,1,795,4.7,43.15,43.15,8.48,1.8,2.26,0.645,1.18,3.503875969,
Tb927.10.11700,"guanylate kinase, putative",Nucleotides,1,621,5.6,107.39,107.39,21.11,3.79,6.11,0.805,2.61,7.590062112,
Tb927.10.1470,hypoxanthine-guanine phosphoribosyltransferase (HGPRT),Nucleotides,3,633,16.6,170.81,512.43,100.75,6.08,9.6,0.725,3.26,13.24137931,
Tb927.10.1390,"hypoxanthine-guanine phosphoribosyltransferase, putative",Nucleotides,3,705,11.4,193.19,579.57,113.95,9.96,14.12,0.855,3.82,16.51461988,
Tb927.10.16120,"inosine-5'-monophosphate dehydrogenase,IMP dehydrogenase",Nucleotides,2,1539,6.2,728.53,1457.06,286.47,46.13,29.97,0.88,4.91,34.05681818,
Tb927.3.2960,inosine-adenosine-guanosine-nucleosidehydrolase (IAGNH),Nucleotides,1,984,17.4,1093.88,1093.88,215.07,12.36,12.56,0.905,3.65,13.87845304,
Tb927.7.4570,inosine-guanine nucleoside hydrolase (IG-NH),Nucleotides,1,1074,10.5,913.03,913.03,179.51,17.05,15.88,0.89,3.99,17.84269663,
Tb927.5.1360,nucleoside 2-deoxyribosyltransferase (NDRT),Nucleotides,1,462,5.7,20.95,20.95,4.12,0.72,1.56,0.51,0.64,3.058823529,
Tb927.11.16130,nucleoside diphosphate kinase (NDPK),Nucleotides,1,462,87.8,1788.27,1788.27,351.59,4,8.66,0.95,3.11,9.115789474,
Tb927.4.1720,"nucleoside diphosphate kinase, putative",Nucleotides,1,1050,5.6,77.48,77.48,15.23,2.74,2.61,0.56,1.38,4.660714286,
Tb927.9.11260,"nucleoside diphosphate kinase, putative",Nucleotides,1,1005,4.9,71.09,71.09,13.98,2.83,2.82,0.53,1.5,5.320754717,
Tb927.8.3800,"nucleoside phosphatase, putative,guanosine diphosphatase, putative",Nucleotides,2,1812,0.9,37.04,74.08,14.56,16.96,9.36,0.485,3.23,19.29896907,
Tb927.9.15980,"nucleoside transporter 1, putative",Nucleotides,2,1449,0.1,0.19,0.38,0.07,0.92,0.64,0.26,-0.64,2.461538462,
Tb927.5.3810,"orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase, OMPDCase-OPRTase",Nucleotides,1,1377,6.7,479.97,479.97,94.37,14.07,10.21,0.785,3.35,13.00636943,
Tb927.9.7470,purine nucleoside transporter NT10,Nucleotides,8,1389,17.6,460.22,3681.76,723.86,41.14,29.62,0.375,4.89,78.98666667,
Tb927.6.220,purine nucleoside transporter NT9,Nucleotides,8,1392,1.1,5.97,47.76,9.39,8.61,6.19,0.195,2.63,31.74358974,
Tb927.11.7840,ribonucleoside-diphosphate reductase large chain (RNR1),Nucleotides,1,2517,6.3,712.82,712.82,140.15,22.3,8.86,0.76,3.15,11.65789474,
Tb927.8.3510,"thymidylate kinase, putative",Nucleotides,2,1038,4.4,36.88,73.76,14.5,3.27,3.15,0.455,1.66,6.923076923,
Tb927.4.3320,"uracil phosphoribosyltransferase, putative",Nucleotides,1,723,7.6,291.42,291.42,57.3,7.57,10.47,0.85,3.39,12.31764706,
Tb927.8.4430,uridine phosphorylase,Nucleotides,1,1026,5.6,198.63,198.63,39.05,6.96,6.79,0.61,2.76,11.13114754,
Tb927.10.180,"ATP synthase F1 subunit gamma protein, putative",Ox.phosphorylation,1,918,17.5,722.66,722.66,142.08,8.14,8.86,0.835,3.15,10.61077844,
Tb927.3.1380,"ATP synthase F1, alpha subunit",Ox.phosphorylation,1,1560,31.4,3475.74,3475.74,683.36,21.79,13.97,0.9,3.8,15.52222222,
Tb927.7.7420,"ATP synthase F1, alpha subunit",Ox.phosphorylation,2,1755,26.0,1831.22,3662.44,720.07,27.7,15.78,0.705,3.98,22.38297872,
Tb927.1.3820,"ATP synthase subunit, putative",Ox.phosphorylation,1,402,9.4,40.88,40.88,8.04,0.86,2.14,0.605,1.1,3.537190083,
Tb927.6.4990,"ATP synthase, epsilon chain, putative",Ox.phosphorylation,1,549,29.0,504.44,504.44,99.18,3.42,6.23,0.83,2.64,7.506024096,
Tb927.11.9420,"ATP synthase, putative",Ox.phosphorylation,1,651,5.2,92.28,92.28,18.14,3.49,5.35,0.72,2.42,7.430555556,
Tb927.10.730,"ATP synthase, putative",Ox.phosphorylation,1,1407,2.3,105.29,105.29,20.7,8.94,6.35,0.65,2.67,9.769230769,
Tb927.10.5680,"procyclin-associated gene 1 (PAG1) protein, putative",PAG,1,1185,0.4,1.27,1.27,0.25,0.65,0.55,0.235,-0.86,2.340425532,
Tb927.10.10220,procyclin-associated gene 2 (PAG2) protein (PAG2),PAG,2,1257,0.9,2.81,5.62,1.1,1.18,0.94,0.345,-0.09,2.724637681,
Tb927.10.5690,"procyclin-associated gene 2 (PAG2) protein, putative",PAG,1,1164,0.2,0.77,0.77,0.15,0.96,0.83,0.245,-0.27,3.387755102,
Tb927.10.10210,procyclin-associated gene 4 (PAG4) protein (PAG4),PAG,1,1122,0.7,4.90,4.9,0.96,1.41,1.26,0.405,0.33,3.111111111,
Tb927.10.7020,"acid phosphatase, putative",Phosphatase,1,1284,6.9,119.89,119.89,23.57,3.39,2.64,0.66,1.4,4,
Tb927.5.610,"acidic phosphatase, putative",Phosphatase,1,1287,0.6,5.13,5.13,1.01,1.76,1.37,0.35,0.45,3.914285714,
Tb927.5.630,"acidic phosphatase, putative",Phosphatase,1,1206,1.7,28.99,28.99,5.7,3.28,2.72,0.395,1.44,6.886075949,
Tb927.11.14260,"atypical dual specificity phosphatase, putative",Phosphatase,1,1086,1.7,9.80,9.8,1.93,1.17,1.07,0.485,0.1,2.206185567,
Tb927.9.8250,"atypical dual specificity phosphatase, putative",Phosphatase,1,1296,2.0,10.07,10.07,1.98,0.97,0.75,0.305,-0.42,2.459016393,
Tb927.11.7320,"dual specificity phopshatase, putative",Phosphatase,1,1245,1.2,32.57,32.57,6.4,5.14,4.13,0.535,2.05,7.719626168,
Tb927.3.2840,"inorganic pyrophosphatase, putative",Phosphatase,1,786,5.4,53.66,53.66,10.55,1.95,2.48,0.595,1.31,4.168067227,
Tb927.11.12570,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,843,3.4,12.24,12.24,2.41,0.71,0.84,0.415,-0.25,2.024096386,
Tb927.7.7160,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,2901,0.9,18.23,18.23,3.58,4.19,1.45,0.62,0.54,2.338709677,
Tb927.10.3490,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,1884,1.2,17.38,17.38,3.42,2.77,1.47,0.5,0.56,2.94,
Tb927.10.10670,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,600,3.2,23.05,23.05,4.53,1.44,2.39,0.685,1.26,3.489051095,
Tb927.5.3620,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,1338,2.7,95.76,95.76,18.83,6.93,5.18,0.825,2.37,6.278787879,
Tb927.11.4170,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,1530,0.6,13.54,13.54,2.66,4.33,2.83,0.42,1.5,6.738095238,
Tb927.9.9990,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,807,1.9,34.20,34.2,6.72,3.45,4.27,0.565,2.09,7.557522124,
Tb927.11.7950,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,1857,0.8,42.75,42.75,8.4,10.01,5.39,0.62,2.43,8.693548387,
Tb927.2.4870,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,909,2.1,48.98,48.98,9.63,4.48,4.93,0.515,2.3,9.572815534,
Tb927.2.4280,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,1,3129,0.8,238.91,238.91,46.97,59.25,18.93,0.805,4.24,23.51552795,
Tb927.11.13130,membrane-bound acid phosphatase 1 precursor (MBAP1),Phosphatase,2,1575,3.2,54.44,108.88,21.41,6.77,4.3,0.485,2.1,8.865979381,
Tb927.10.7140,membrane-bound acid phosphatase 2 (MBAP2),Phosphatase,2,1506,3.3,35.52,71.04,13.97,4.25,2.82,0.475,1.5,5.936842105,
Tb927.11.11740,"membrane-bound acid phosphatase, putative",Phosphatase,2,1503,2.1,59.29,118.58,23.31,11.15,7.42,0.45,2.89,16.48888889,
Tb927.11.290,"phosphatase and tensin homologue, putative",Phosphatase,1,783,1.7,10.02,10.02,1.97,1.19,1.52,0.355,0.6,4.281690141,
Tb927.8.5780,"phosphatase, putative",Phosphatase,1,531,7.3,146.69,146.69,28.84,3.98,7.49,0.845,2.9,8.863905325,
Tb927.9.12110,"6-phosphogluconate dehydrogenase, decarboxylating (gnD)",PPP,1,1440,7.5,240.97,240.97,47.38,6.3,4.37,0.73,2.13,5.98630137,
Tb927.5.2960,"phosphoribosylpyrophosphate synthetase, putative (PRS)",PPP,1,1161,8.2,218.45,218.45,42.95,5.26,4.53,0.775,2.18,5.84516129,
Tb927.10.9430,"phosphoribosylpyrophosphate synthetase, putative (PRS)",PPP,2,1134,9.3,368.34,736.68,144.84,15.56,13.72,0.845,3.78,16.23668639,
Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative (PRS)",PPP,2,1071,9.1,381.38,762.76,149.96,16.43,15.34,0.835,3.94,18.37125749,
Tb927.11.1020,"ribokinase, putative",PPP,1,1002,20.1,1391.98,1391.98,273.67,13.62,13.59,0.92,3.76,14.77173913,
Tb927.11.8970,"ribose 5-phosphate isomerase, putative",PPP,1,468,21.1,334.03,334.03,65.67,3.11,6.64,0.855,2.73,7.766081871,
Tb927.5.3170,"ribose-phosphate pyrophosphokinase, putative (PRPS5)",PPP,1,1962,3.0,373.58,373.58,73.45,24.38,12.43,0.83,3.64,14.97590361,
Tb927.10.12210,"ribulose-5-phosphate 3-epimerase, putative",PPP,2,741,6.3,196.51,393.02,77.27,12.2,16.47,0.67,4.04,24.58208955,
Tb927.8.6170,"transketolase, putative (TK)",PPP,1,2010,7.8,1483.12,1483.12,291.59,37.27,18.54,0.75,4.21,24.72,
Tb927.7.5880,cis-prenyltransferase-like protein,Prenylation,1,1260,1.4,30.85,30.85,6.07,4.22,3.35,0.415,1.74,8.072289157,
Tb927.7.3360,Farnesyl-pyrophosphate synthase,Prenylation,1,1104,3.8,202.69,202.69,39.85,10.4,9.42,0.665,3.24,14.16541353,
Tb927.4.690,"geranylgeranyl transferase type II beta subunit, putative",Prenylation,1,999,2.5,33.11,33.11,6.51,2.61,2.62,0.625,1.39,4.192,
Tb927.6.4540,HMG-CoA reductase,Prenylation,1,1305,10.6,301.23,301.23,59.22,5.59,4.29,0.815,2.1,5.263803681,
Tb927.4.2700,HMG-CoA synthase,Prenylation,1,1296,2.0,67.61,67.61,13.29,6.71,5.17,0.565,2.37,9.150442478,
Tb927.9.9000,"isopentenyl-diphosphate delta-isomerase, type II",Prenylation,1,1071,4.9,106.59,106.59,20.96,4.31,4.02,0.645,2.01,6.23255814,
Tb927.8.1060,"malonyl-CoA decarboxylase, mitochondrial precursor, putative",Prenylation,1,2226,1.3,26.07,26.07,5.13,3.84,1.72,0.47,0.78,3.659574468,
Tb927.4.4070,Mevalonate kinase,Prenylation,1,990,9.3,208.71,208.71,41.03,4.43,4.48,0.765,2.16,5.85620915,
Tb927.10.13560,Mevalonate-diphosphate decarboxylase,Prenylation,2,1149,10.9,75.64,151.28,29.74,2.72,2.37,0.635,1.24,3.732283465,
Tb927.9.5170,"phosphomevalonate kinase protein, putative (28G16.155)",Prenylation,1,1416,2.8,46.96,46.96,9.23,3.25,2.3,0.535,1.2,4.299065421,
Tb927.9.12690,prenyl protein specific carboxyl methyltransferase,Prenylation,1,738,0.8,4.79,4.79,0.94,1.13,1.53,0.45,0.61,3.4,
Tb927.11.9360,"prenyltransferase, putative",Prenylation,1,1473,1.2,59.03,59.03,11.61,10.01,6.8,0.545,2.77,12.47706422,
Tb927.3.4490,"protein farnesyltransferase alpha subunit, putative",Prenylation,1,1839,1.5,32.16,32.16,6.32,4.26,2.32,0.55,1.21,4.218181818,
Tb927.7.460,protein farnesyltransferase beta subunit,Prenylation,1,1758,2.1,58.63,58.63,11.53,5.48,3.12,0.585,1.64,5.333333333,
Tb927.9.6430,"Rab geranylgeranyl transferase component A, putative",Prenylation,1,2922,1.2,136.63,136.63,26.86,22.66,7.76,0.68,2.96,11.41176471,
Tb927.8.1910,"acetylornithine deacetylase, putative. metallo-peptidase, Clan MH, Family M18",Protease,1,1185,4.1,44.67,44.67,8.78,2.12,1.79,0.455,0.84,3.934065934,
Tb927.8.2410,"amidase, putative",Protease,1,714,4.6,15.90,15.9,3.13,0.68,0.96,0.45,-0.06,2.133333333,
Tb927.9.13490,"aminopeptidase P, putative,metallo-peptidase, Clan MG, Family M24",Protease,1,1470,2.7,121.51,121.51,23.89,8.73,5.94,0.655,2.57,9.06870229,
Tb927.3.2090,"aminopeptidase P1, putative,metallo-peptidase, Clan MG, Family M24",Protease,1,1848,1.8,192.33,192.33,37.81,20.99,11.36,0.7,3.51,16.22857143,
Tb927.8.7520,"aminopeptidase, putative",Protease,1,1956,1.7,20.69,20.69,4.07,2.38,1.21,0.66,0.28,1.833333333,
Tb927.11.3570,"aminopeptidase, putative,metallo-peptidase, Clan MA(E) Family M1",Protease,1,2616,10.5,1322.96,1322.96,260.1,24.7,9.44,0.81,3.24,11.65432099,
Tb927.3.4750,"aminopeptidase, putative,metallo-peptidase, Clan MA(E) Family M1",Protease,2,2616,12.5,676.59,1353.18,266.05,21.27,8.13,0.675,3.02,12.04444444,
Tb927.11.6590,"aminopeptidase, putative,metallo-peptidase, Clan MF, Family M17",Protease,2,1566,5.3,1339.04,2678.08,526.53,100.1,63.92,0.875,6,73.05142857,
Tb927.11.2470,"aminopeptidase, putative,metallo-peptidase, Clan MF, Family M17",Protease,2,1698,1.1,429.24,858.48,168.78,154.74,91.13,0.815,6.51,111.8159509,
Tb927.10.14790,"aminopeptidase, putative,metallo-peptidase, Clan MG, Family M24",Protease,1,1149,14.3,1035.91,1035.91,203.67,14.24,12.39,0.87,3.63,14.24137931,
Tb927.3.3410,"aspartyl aminopeptidase, putative,metallo-peptidase, Clan MH, Family M20",Protease,1,1356,7.7,389.00,389,76.48,9.9,7.3,0.725,2.87,10.06896552,
Tb927.10.16150,"ATP-dependent zinc metallopeptidase, putative,metallo-peptidase, Clan MA(E) Family M41",Protease,1,1734,4.3,65.80,65.8,12.94,2.98,1.72,0.545,0.78,3.155963303,
Tb927.4.4210,"ATP-dependent zinc metallopeptidase, putative,metallo-peptidase, Clan MA(E) Family M41",Protease,1,2634,1.6,286.59,286.59,56.35,34.46,13.08,0.545,3.71,24,
Tb927.9.10970,"Bem46-like serine peptidase,Serine peptidase, Clan SC, Family S09X",Protease,1,1113,1.5,18.73,18.73,3.68,2.47,2.22,0.565,1.15,3.92920354,
Tb927.9.8950,"CAAX prenyl protease 1, putative,metallo- peptidase, Clan M- Family M48",Protease,1,1284,9.6,361.08,361.08,70.99,7.41,5.77,0.57,2.53,10.12280702,
Tb927.3.1540,"CAAX prenyl protease 2, putative,peptidase with unknown catalytic mechanism (family U48)",Protease,1,909,1.4,6.36,6.36,1.25,0.88,0.97,0.445,-0.04,2.179775281,
Tb927.1.2110,"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative",Protease,1,2049,1.0,2.53,2.53,0.5,0.52,0.25,0.37,-2,0.675675676,
Tb927.10.13030,"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative",Protease,1,2241,1.7,44.42,44.42,8.73,5.14,2.29,0.475,1.2,4.821052632,
Tb927.6.3310,"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative",Protease,1,3033,1.6,177.09,177.09,34.82,21.74,7.17,0.695,2.84,10.31654676,
